
------------------------------------------------------------------------
#client=1 #workers=8 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  0   1  99   0   0   0|   0  2731B|2221k 2221k|   0     0 |4582  7761 |0.31 0.38 0.41| 314M 42.3M  431M 12.9G
  0   1  99   0   0   0|   0  2048B|2226k 2226k|   0     0 |4192  7514 |0.29 0.37 0.41| 314M 42.3M  431M 12.9G
  0   1  99   0   0   0|   0  2731B|2231k 2231k|   0     0 |4272  7622 |0.26 0.37 0.41| 328M 42.3M  431M 12.9G
  0   1  98   0   0   0|   0  4779B|2227k 2225k|   0     0 |4463  7753 |0.24 0.36 0.40| 328M 42.3M  431M 12.9G
  7   1  92   0   0   0|   0    37k|  17k   17k|   0     0 | 314   895 |0.30 0.37 0.41| 246M 42.3M  431M 13.0G

------------------------------------------------------------------------
#client=4 #workers=16 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  2   1  97   0   0   0|  17k   35k|   0     0 |   0     0 |5186  8921 |0.26 0.36 0.40| 271M 42.3M  431M 13.0G
  2   0  98   0   0   0|   0    16k| 829B  765B|   0     0 |  95   324 |0.32 0.37 0.41| 272M 42.3M  431M 13.0G
  2   2  96   0   0   0|   0    11k|1941k 1940k|   0     0 |4219  7743 |0.37 0.38 0.41| 293M 42.3M  431M 12.9G
  1   1  98   0   0   0|   0    13k|2166k 2167k|   0     0 |4624  8004 |0.34 0.37 0.41| 314M 42.3M  431M 12.9G
  1   1  98   0   0   0|   0  6827B|2183k 2183k|   0     0 |4699  8071 |0.29 0.36 0.40| 314M 42.3M  431M 12.9G
  0   1  99   0   0   0|   0  5461B|2208k 2208k|   0     0 |4685  8049 |0.27 0.35 0.40| 314M 42.3M  431M 12.9G
  0   1  99   0   0   0|   0  4779B|2148k 2147k|   0     0 |4481  7585 |0.24 0.35 0.40| 320M 42.3M  431M 12.9G
  0   1  99   0   0   0|   0  6827B|2126k 2126k|   0     0 |4297  7483 |0.70 0.44 0.43| 321M 42.3M  431M 12.9G
  1   1  98   0   0   0|   0  9557B|2119k 2119k|   0     0 |4300  7655 |0.65 0.43 0.43| 321M 42.4M  431M 12.9G
  0   1  99   0   0   0|   0  4096B|2129k 2129k|   0     0 |4264  7663 |0.55 0.42 0.42| 335M 42.4M  431M 12.9G
  0   1  98   0   0   0|   0  5461B|2154k 2153k|   0     0 |4716  7904 |0.50 0.41 0.42| 345M 42.4M  431M 12.9G
  0   1  99   0   0   0|   0  6827B|2128k 2128k|   0     0 |4624  7842 |0.46 0.41 0.42| 346M 42.4M  431M 12.9G
  5   1  93   0   0   0|   0    45k| 903k  904k|   0     0 |2259  4009 |0.43 0.40 0.41| 245M 42.4M  431M 13.0G
  9   2  90   0   0   0|   0    23k|3029B 2771B|   0     0 | 418  1152 |0.47 0.41 0.42| 261M 42.4M  432M 13.0G
  3   1  96   0   0   0|   0    45k| 688k  689k|   0     0 |1689  3449 |0.47 0.41 0.42| 293M 42.4M  431M 12.9G
  1   1  98   0   0   0|   0  2048B|2245k 2244k|   0     0 |4633  8538 |0.44 0.40 0.41| 295M 42.4M  431M 12.9G
  1   1  98   0   0   0|   0  2048B|2244k 2244k|   0     0 |4627  8426 |0.40 0.40 0.41| 299M 42.4M  431M 12.9G
  1   1  98   0   0   0|   0  9557B|2245k 2245k|   0     0 |4653  8179 |0.61 0.44 0.43| 301M 42.4M  431M 12.9G
  1   1  98   0   0   0|   0    53k|2240k 2240k|   0     0 |4758  8446 |0.56 0.43 0.42| 303M 42.4M  431M 12.9G
  1   1  98   0   0   0|   0  2048B|2201k 2200k|   0     0 |4542  8016 |0.47 0.42 0.42| 315M 42.4M  431M 12.9G
  0   1  98   0   0   0|   0  2048B|2194k 2194k|   0     0 |4637  7825 |0.52 0.43 0.42| 315M 42.4M  431M 12.9G
  1   1  98   0   0   0|   0  2048B|2204k 2204k|   0     0 |4593  8083 |0.47 0.42 0.42| 318M 42.4M  431M 12.9G
  0   1  98   0   0   0|   0  2731B|2221k 2222k|   0     0 |4764  8221 |0.44 0.41 0.42| 334M 42.4M  431M 12.9G
  1   1  98   0   0   0|   0  9557B|2221k 2220k|   0     0 |4848  7942 |0.40 0.41 0.42| 333M 42.4M  431M 12.9G
  0   1  98   0   0   0|   0  2731B|2222k 2222k|   0     0 |4898  8223 |0.34 0.39 0.41| 339M 42.4M  431M 12.9G
  8   1  91   0   0   0|   0    51k|  19k   19k|   0     0 | 374  1004 |0.39 0.40 0.41| 256M 42.4M  432M 13.0G

------------------------------------------------------------------------
#client=4 #workers=32 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  2   1  97   0   0   0|  17k   35k|   0     0 |   0     0 |5174  8903 |0.60 0.45 0.43| 277M 42.5M  432M 13.0G
  2   0  98   0   0   0|   0    44k|2838B 1555B|   0     0 | 105   354 |0.55 0.44 0.43| 278M 42.5M  432M 13.0G
  2   1  97   0   0   0|   0  3413B|1971k 1974k|   0     0 |4074  7590 |0.47 0.42 0.42| 320M 42.5M  432M 12.9G
  1   1  98   0   0   0|   0  7509B|2147k 2148k|   0     0 |4166  7965 |0.43 0.42 0.42| 320M 42.5M  432M 12.9G
  1   1  98   0   0   0|   0    19k|2143k 2144k|   0     0 |4343  7930 |0.40 0.41 0.42| 319M 42.5M  432M 12.9G
  1   1  98   0   0   0|   0    49k|2136k 2138k|   0     0 |4380  7944 |0.36 0.40 0.41| 327M 42.5M  432M 12.9G
  1   1  98   0   0   0|   0  2731B|2151k 2150k|   0     0 |4466  7939 |0.33 0.40 0.41| 327M 42.5M  432M 12.9G
  0   1  98   0   0   0|   0  2048B|2148k 2149k|   0     0 |4419  8006 |0.28 0.38 0.41| 327M 42.5M  432M 12.9G
  0   1  99   0   0   0|   0  2731B|2167k 2167k|   0     0 |4611  7968 |0.26 0.38 0.40| 328M 42.5M  432M 12.9G
  1   1  99   0   0   0|   0  2048B|2187k 2188k|   0     0 |4576  8097 |0.24 0.37 0.40| 327M 42.5M  432M 12.9G
  1   1  99   0   0   0|   0    12k|2128k 2128k|   0     0 |4590  8148 |0.22 0.36 0.40| 328M 42.5M  432M 12.9G
  1   1  99   0   0   0|   0  2731B|2135k 2136k|   0     0 |4640  8002 |0.20 0.36 0.40| 328M 42.5M  432M 12.9G
  6   1  92   0   0   0|   0    78k| 834k  835k|   0     0 |1985  3730 |0.41 0.39 0.41| 255M 42.5M  432M 13.0G
  9   2  89   0   0   0|   0    15k|3229B 3288B|   0     0 | 432  1209 |0.46 0.41 0.41| 266M 42.5M  432M 13.0G
  3   1  96   0   0   0|   0    83k| 697k  698k|   0     0 |1815  3313 |0.42 0.40 0.41| 321M 42.5M  432M 12.9G
