
------------------------------------------------------------------------
#client=1 #workers=8 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  1   2  97   0   0   0|   0  7509B|4230k 4229k|   0     0 |7901    19k|0.28 0.27 0.15| 327M 19.6M  148M 13.2G
  0   0  99   0   0   0|   0  6144B| 752k  753k|   0     0 |1309  3381 |0.23 0.26 0.15| 327M 19.6M  148M 13.2G
  0   0 100   0   0   0|   0  2048B|   0   134B|   0     0 |  19    72 |0.21 0.25 0.15| 327M 19.6M  148M 13.2G
  0   0 100   0   0   0|   0  2048B|   0   134B|   0     0 |  21    76 |0.20 0.25 0.15| 327M 19.6M  148M 13.2G
  0   0 100   0   0   0|   0  2048B|2009B  777B|   0     0 |  22    80 |0.18 0.24 0.14| 327M 19.6M  148M 13.2G
  0   0 100   0   0   0|   0  2048B|   0   134B|   0     0 |  19    68 |0.17 0.24 0.14| 327M 19.6M  148M 13.2G
  0   0 100   0   0   0|   0  4779B|  10B    9B|   0     0 |  20    78 |0.14 0.23 0.14| 327M 19.6M  148M 13.2G
  0   0 100   0   0   0|   0  2731B|   0     0 |   0     0 |  20    71 |0.13 0.23 0.14| 327M 19.6M  148M 13.2G
  0   0 100   0   0   0|   0  2048B|   0     0 |   0     0 |  20    78 |0.12 0.22 0.14| 326M 19.6M  148M 13.2G
  0   0 100   0   0   0|   0  2048B|2031B  929B|   0     0 |  21    79 |0.11 0.22 0.14| 326M 19.6M  148M 13.2G
  0   0 100   0   0   0|   0  2048B|   0     0 |   0     0 |  20    75 |0.10 0.21 0.14| 326M 19.7M  148M 13.2G
  0   0 100   0   0   0|   0  4096B|  10B    9B|   0     0 |  21    75 |0.08 0.21 0.14| 326M 19.7M  148M 13.2G
  0   0 100   0   0   0|   0  2048B|   0     0 |   0     0 |  20    73 |0.08 0.20 0.14| 332M 19.7M  148M 13.2G
  1   0  99   0   0   0|   0  2731B|2834B 1260B|   0     0 |  54   193 |0.07 0.20 0.13| 347M 19.7M  148M 13.2G
  7   1  92   0   0   0|   0    53k|1403B 1512B|   0     0 | 232   647 |0.06 0.20 0.13| 203M 19.7M  149M 13.3G
  2   0  97   0   0   0|   0  6144B|1675B 1532B|   0     0 |  97   304 |0.06 0.19 0.13| 203M 19.7M  149M 13.3G

------------------------------------------------------------------------
#client=4 #workers=16 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  0   0  99   0   0   0|  36k 4626B|   0     0 |   0     0 | 400   989 |0.18 0.21 0.14| 260M 19.7M  149M 13.3G
  0   0 100   0   0   0|   0  3413B| 396B  365B|   0     0 |  24    88 |0.17 0.21 0.14| 260M 19.7M  149M 13.3G
  3   1  96   0   0   0|   0  8192B| 396k  396k|   0     0 | 893  2147 |0.15 0.21 0.14| 282M 19.7M  149M 13.3G
  4   2  94   0   0   0|   0    10k|3660k 3660k|   0     0 |7390    16k|0.14 0.20 0.14| 306M 19.7M  149M 13.2G
  1   2  97   0   0   0|   0    41k|4204k 4202k|   0     0 |8885    18k|0.13 0.20 0.14| 306M 19.7M  149M 13.2G
  1   2  97   0   0   0|   0    12k|4160k 4160k|   0     0 |8498    18k|0.11 0.19 0.13| 312M 19.7M  149M 13.2G
  1   2  97   0   0   0|   0  2048B|3944k 3944k|   0     0 |8577    17k|0.10 0.19 0.13| 312M 19.7M  149M 13.2G
