
------------------------------------------------------------------------
#client=1 #workers=8 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  1   2  97   0   0   0|   0  2731B| 153k 2030k|   0     0 |  18  1147 |0.03 0.07 0.12| 190M 19.4M  129M 1327M
  1   2  97   0   0   0|   0  2048B| 155k 2046k|   0     0 |  18  1214 |0.03 0.07 0.11| 190M 19.4M  129M 1327M
  1   2  96   0   0   1|   0  2048B| 155k 2044k|   0     0 |  18  1178 |0.02 0.07 0.11| 190M 19.4M  129M 1327M
  1   3  96   0   0   0|   0  2048B| 158k 2089k|   0     0 |  18  1203 |0.02 0.06 0.11| 190M 19.4M  129M 1327M
  1   2  96   1   0   0|   0  2048B| 154k 2027k|   0     0 |  18  1113 |0.02 0.06 0.11| 190M 19.4M  129M 1327M
  1   2  97   0   0   0|   0  2048B| 155k 2056k|   0     0 |  18  1077 |0.02 0.06 0.11| 190M 19.4M  129M 1327M
  1   2  97   0   0   0|   0  2731B| 156k 2062k|   0     0 |  18  1287 |0.02 0.06 0.11| 191M 19.4M  129M 1327M
  2   2  96   1   0   0|   0  2048B| 153k 2024k|   0     0 |  18  1095 |0.01 0.06 0.11| 190M 19.4M  129M 1327M
  1   2  97   0   0   0|   0  2048B| 151k 2010k|   0     0 |  18  1184 |0.01 0.06 0.11| 190M 19.4M  129M 1327M
  1   1  98   1   0   0|   0  2048B|  57k  723k|   0     0 |  18   410 |0.01 0.06 0.11| 190M 19.4M  129M 1327M
 20   4  76   0   0   0|   0  3413B|3022B 1610B|   0     0 |  18   189 |0.09 0.07 0.11| 192M 19.4M  129M 1326M

------------------------------------------------------------------------
#client=4 #workers=16 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  3   2  89   5   0   0| 116k  560k|   0     0 |   0     0 |  21   533 |0.08 0.07 0.11| 190M 19.4M  131M 1326M
  0   0  99   0   0   0|   0  6144B|1295B  509B|   0     0 |  18    33 |0.07 0.07 0.11| 190M 19.5M  131M 1326M
  1   2  97   0   0   0|   0  2048B|1665k  111k|   0     0 |  18  1034 |0.06 0.06 0.11| 190M 19.5M  131M 1326M
  2   2  95   0   0   0|   0  2048B|1816k  120k|   0     0 |  18  1212 |0.06 0.06 0.10| 191M 19.5M  131M 1325M
  2   2  95   0   0   1|   0  8192B|1743k  116k|   0     0 |  18  1075 |0.05 0.06 0.10| 190M 19.5M  131M 1325M
  2   2  95   1   0   1|   0  2048B|1892k  125k|   0     0 |  18  1321 |0.05 0.06 0.10| 191M 19.5M  131M 1325M
  2   3  94   0   0   0|   0  2048B|2035k  135k|   0     0 |  18  1392 |0.04 0.06 0.10| 190M 19.5M  131M 1325M
  2   2  95   1   0   0|   0  2731B|2076k  138k|   0     0 |  18  1275 |0.04 0.06 0.10| 191M 19.5M  131M 1325M
  2   2  91   5   0   1|   0  2048B|2012k  133k|   0     0 |  18  1119 |0.03 0.06 0.10| 191M 19.5M  131M 1325M
  2   2  96   0   0   0|   0  2048B|2020k  134k|   0     0 |  18  1031 |0.11 0.07 0.10| 190M 19.5M  131M 1325M
  1   3  95   1   0   0|   0  4779B|2027k  134k|   0     0 |  18  1071 |0.10 0.07 0.10| 191M 19.5M  131M 1325M
  1   2  96   0   0   0|   0  2048B|2034k  135k|   0     0 |  18  1017 |0.09 0.07 0.10| 190M 19.5M  131M 1325M
  1   1  98   1   0   0|   0  2048B| 736k   50k|   0     0 |  18   408 |0.08 0.07 0.10| 190M 19.5M  131M 1325M
  1   0  99   0   0   0|   0  2731B|3152B 1369B|   0     0 |  18    50 |0.07 0.06 0.10| 190M 19.5M  131M 1325M
  1   0  99   1   0   0|   0  2048B|4551B   39k|   0     0 |  18    70 |0.07 0.06 0.10| 190M 19.6M  131M 1325M
  1   2  96   0   0   0|   0  2048B| 152k 1993k|   0     0 |  18  1271 |0.06 0.06 0.10| 191M 19.6M  131M 1325M
  1   2  96   0   0   0|   0  2048B| 155k 2036k|   0     0 |  18  1177 |0.05 0.06 0.10| 191M 19.6M  131M 1325M
  1   2  96   1   0   0|   0  2048B| 157k 2070k|   0     0 |  18  1162 |0.05 0.06 0.09| 191M 19.6M  131M 1325M
  1   1  97   1   0   0|   0  2048B| 155k 2040k|   0     0 |  18  1160 |0.04 0.06 0.09| 190M 19.6M  131M 1325M
  1   2  96   0   0   0|   0  3413B| 156k 2066k|   0     0 |  18  1182 |0.04 0.06 0.09| 191M 19.6M  131M 1325M
  1   2  97   1   0   0|   0  2048B| 157k 2069k|   0     0 |  18  1094 |0.04 0.05 0.09| 191M 19.6M  131M 1325M
  2   3  95   0   0   0|   0  2048B| 155k 2046k|   0     0 |  18  1180 |0.11 0.07 0.10| 191M 19.6M  131M 1325M
  1   2  97   1   0   0|   0  2731B| 157k 2083k|   0     0 |  18  1248 |0.10 0.07 0.09| 191M 19.6M  131M 1325M
  1   2  96   0   0   0|   0  2048B| 154k 2031k|   0     0 |  18  1198 |0.09 0.07 0.09| 191M 19.6M  131M 1325M
  2   3  95   1   0   0|   0  2731B| 155k 2039k|   0     0 |  18  1160 |0.08 0.07 0.09| 191M 19.6M  131M 1325M
  1   1  98   1   0   0|   0  2731B|  51k  639k|   0     0 |  18   405 |0.08 0.06 0.09| 191M 19.6M  131M 1325M

------------------------------------------------------------------------
#client=4 #workers=32 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  3   2  90   5   0   0| 104k  503k|   0     0 |   0     0 |  21   573 |0.06 0.06 0.09| 190M 19.6M  131M 1325M
  1   0  98   1   0   0|   0  3413B|9650B 1816B|   0     0 |  18    44 |0.06 0.06 0.09| 190M 19.7M  131M 1325M
  1   2  95   0   0   1|   0  2048B|1993k  131k|   0     0 |  18  1243 |0.05 0.06 0.09| 191M 19.7M  131M 1325M
