
------------------------------------------------------------------------
#client=1 #workers=8 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  8   1  90   0   0   0|   0    50k|2770B 2974B|   0     0 | 350  1095 |0.45 0.35 0.21| 308M 21.8M  420M 13.0G
  2   1  97   0   0   0|   0    66k|1403k 1403k|   0     0 |2693  5289 |0.41 0.35 0.20| 289M 21.9M  419M 13.0G
  1   1  98   0   0   0|   0  2731B|3104k 3102k|   0     0 |5756    11k|0.38 0.34 0.20| 292M 21.9M  419M 13.0G
  1   1  98   0   0   0|   0    12k|3026k 3026k|   0     0 |5867    10k|0.35 0.33 0.20| 297M 21.9M  419M 13.0G
  1   1  98   0   0   0|   0  5461B|2947k 2947k|   0     0 |5598    10k|0.32 0.33 0.20| 311M 21.9M  419M 13.0G
  0   1  98   0   0   0|   0  7509B|3090k 3090k|   0     0 |5748    11k|0.27 0.32 0.20| 311M 21.9M  419M 13.0G
  1   1  98   0   0   0|   0  6144B|3121k 3120k|   0     0 |5863    11k|0.25 0.31 0.20| 312M 21.9M  419M 13.0G
  0   1  98   0   0   0|   0  6827B|3174k 3174k|   0     0 |6053    11k|0.23 0.31 0.19| 312M 21.9M  419M 13.0G
  0   1  99   0   0   0|   0  8192B|3130k 3130k|   0     0 |5483  9755 |0.21 0.30 0.19| 311M 21.9M  419M 13.0G
  0   1  98   0   0   0|   0  4779B|3109k 3109k|   0     0 |5695    10k|0.19 0.30 0.19| 311M 21.9M  419M 13.0G
  0   1  98   0   0   0|   0  6827B|3193k 3192k|   0     0 |6082    11k|0.16 0.29 0.19| 317M 21.9M  419M 13.0G
  5   1  94   0   0   0|   0    43k|1704k 1704k|   0     0 |3565  6496 |0.31 0.31 0.20| 336M 21.9M  419M 12.9G

------------------------------------------------------------------------
#client=4 #workers=32 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  1   0  98   1   0   0| 113k   88k|   0     0 |   0     0 | 749  1622 |0.34 0.32 0.20| 279M 21.9M  420M 13.0G
  2   0  98   0   0   0|   0    44k| 829B  778B|   0     0 |  84   330 |0.31 0.31 0.20| 278M 22.0M  420M 13.0G
  2   2  96   0   0   0|   0    65k|2901k 2901k|   0     0 |5805    11k|0.29 0.31 0.20| 319M 22.0M  420M 13.0G
  0   1  98   0   0   0|   0  2731B|3167k 3167k|   0     0 |6044    11k|0.27 0.30 0.20| 318M 22.0M  420M 13.0G
  1   1  98   0   0   0|   0  2048B|3141k 3141k|   0     0 |6166    11k|0.24 0.30 0.20| 326M 22.0M  420M 12.9G
  0   1  98   0   0   0|   0  2048B|3174k 3174k|   0     0 |6182    12k|0.21 0.29 0.19| 326M 22.0M  420M 12.9G
  1   1  98   0   0   0|   0  2048B|3184k 3183k|   0     0 |6247    12k|0.19 0.28 0.19| 327M 22.0M  420M 12.9G
  1   1  98   0   0   0|   0    12k|3333k 3333k|   0     0 |6511    12k|0.17 0.28 0.19| 328M 22.0M  420M 12.9G
  1   1  98   0   0   0|   0  6144B|3200k 3200k|   0     0 |6142    12k|0.16 0.27 0.19| 328M 22.0M  420M 12.9G
  1   1  98   0   0   0|   0  2048B|3147k 3147k|   0     0 |6211    11k|0.15 0.27 0.19| 327M 22.0M  420M 12.9G
  1   1  98   0   0   0|   0  2048B|3176k 3175k|   0     0 |6217    11k|0.12 0.26 0.18| 327M 22.0M  420M 12.9G
  0   1  99   0   0   0|   0  2048B|3208k 3208k|   0     0 |6375    11k|0.11 0.26 0.18| 327M 22.0M  420M 12.9G
  8   1  90   0   0   0|   0    91k|  86k   86k|   0     0 | 470  1291 |0.50 0.33 0.21| 252M 22.0M  420M 13.0G
  9   2  88   0   0   0|   0    85k|3234B 4114B|   0     0 | 493  1363 |0.62 0.36 0.22| 278M 22.1M  420M 13.0G
  2   1  96   0   0   0|   0    14k|2070k 2070k|   0     0 |4297  7739 |0.57 0.36 0.22| 317M 22.1M  420M 13.0G
  1   1  98   0   0   0|   0  2048B|3229k 3229k|   0     0 |6200    12k|0.49 0.34 0.21| 316M 22.1M  420M 13.0G
  1   1  98   0   0   0|   0    91k|3212k 3212k|   0     0 |6250    12k|0.45 0.34 0.21| 315M 22.1M  420M 13.0G
  1   1  98   0   0   0|   0  2731B|3245k 3245k|   0     0 |6456    12k|0.41 0.33 0.21| 314M 22.1M  420M 13.0G
  1   1  98   0   0   0|   0  2048B|3238k 3238k|   0     0 |6284    12k|0.38 0.33 0.21| 314M 22.1M  420M 13.0G
  1   1  98   0   0   0|   0  2731B|3216k 3215k|   0     0 |6169    12k|0.43 0.34 0.21| 324M 22.1M  420M 12.9G
  1   1  98   0   0   0|   0  2048B|3211k 3211k|   0     0 |6228    12k|0.36 0.33 0.21| 324M 22.1M  420M 12.9G
  0   1  98   0   0   0|   0  6144B|3277k 3277k|   0     0 |6298    12k|0.33 0.32 0.21| 324M 22.1M  420M 12.9G
  0   1  98   0   0   0|   0  8192B|3179k 3179k|   0     0 |6173    12k|0.30 0.31 0.21| 324M 22.1M  420M 12.9G
  1   1  98   0   0   0|   0  2048B|3223k 3222k|   0     0 |6304    11k|0.28 0.31 0.21| 324M 22.1M  420M 12.9G
