
------------------------------------------------------------------------
#client=1 #workers=8 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  1   1  96   0   0   1|   0  2731B| 197k 2957k|   0     0 | 864  2291 |0.11 0.08 0.08| 170M 20.9M  132M 3116M
  2   2  96   0   0   1|   0  2731B| 200k 2999k|   0     0 |1246  2530 |0.09 0.08 0.08| 170M 20.9M  132M 3116M
  1   2  96   0   0   1|   0  3413B| 197k 2966k|   0     0 |1120  2552 |0.16 0.10 0.09| 168M 20.9M  132M 3118M
  2   2  95   0   0   1|   0    11k| 195k 2922k|   0     0 |1017  2471 |0.15 0.09 0.09| 168M 20.9M  132M 3118M
  2   2  95   0   0   1|   0  6144B| 210k 3156k|   0     0 |1065  2758 |0.14 0.09 0.09| 168M 20.9M  132M 3118M
  1   2  96   0   0   1|   0  3413B| 198k 2982k|   0     0 |1512  2441 |0.13 0.09 0.09| 168M 20.9M  132M 3118M
  2   2  95   0   0   1|   0  2731B| 198k 2967k|   0     0 |1252  2430 |0.11 0.09 0.09| 170M 20.9M  132M 3116M
  1   2  96   0   0   1|   0  2731B| 201k 3010k|   0     0 |1289  2501 |0.10 0.08 0.09| 168M 20.9M  132M 3118M
  1   2  95   1   0   2|   0  4779B| 199k 2978k|   0     0 |1098  2470 |0.09 0.08 0.09| 168M 20.9M  132M 3118M
  1   1  98   0   0   0|   0  3413B|  75k 1106k|   0     0 | 627   947 |0.08 0.08 0.09| 166M 20.9M  132M 3120M
  0   0 100   0   0   0|   0  2048B|1236B  514B|   0     0 |  20    33 |0.08 0.08 0.08| 166M 20.9M  132M 3120M
  8   2  89   0   0   0|   0  4779B| 976k   75k|   0     0 | 319  1158 |0.06 0.08 0.08| 168M 21.0M  132M 3118M
  2   2  95   0   0   1|   0  7509B|2914k  218k|   0     0 | 631  2453 |0.06 0.08 0.08| 170M 21.0M  132M 3116M
  1   1  96   0   0   1|   0  2731B|3004k  225k|   0     0 | 500  2441 |0.21 0.11 0.09| 168M 21.0M  132M 3118M
  1   2  95   0   0   1|   0  3413B|3019k  226k|   0     0 | 551  2542 |0.20 0.11 0.09| 168M 21.0M  132M 3118M
  1   1  97   0   0   1|   0  3413B|3010k  225k|   0     0 | 648  2492 |0.18 0.10 0.09| 168M 21.0M  132M 3118M
  1   2  96   0   0   1|   0  6144B|3054k  229k|   0     0 | 924  2517 |0.15 0.10 0.09| 170M 21.0M  132M 3116M
