
------------------------------------------------------------------------
#client=1 #workers=16 run=1 write-only then read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  1   1  99   0   0   0|   0  2048B|2139k 2139k|   0     0 |4563  8906 |0.23 0.30 0.44| 402M 72.8M 1025M 12.2G
  0   1  98   0   0   0|   0  2048B|2145k 2145k|   0     0 |4606  9001 |0.29 0.31 0.45| 396M 72.8M 1025M 12.2G
  1   1  98   0   0   0|   0  6144B|2054k 2053k|   0     0 |4401  8479 |0.27 0.31 0.44| 396M 72.8M 1025M 12.2G
  1   1  99   0   0   0|   0    16k|2116k 2115k|   0     0 |4551  8782 |0.25 0.30 0.44| 399M 72.8M 1025M 12.2G
  1   1  98   0   0   0|   0  2731B|2098k 2098k|   0     0 |4488  8755 |0.45 0.34 0.45| 408M 72.8M 1025M 12.2G
  0   1  99   0   0   0|   0  2048B|2108k 2107k|   0     0 |4441  8818 |0.41 0.34 0.45| 408M 72.8M 1025M 12.2G
  0   1  99   0   0   0|   0  2048B|2124k 2122k|   0     0 |4427  8829 |0.38 0.33 0.45| 406M 72.8M 1025M 12.2G
  5   1  94   0   0   0|   0  8192B|1023k 1025k|   0     0 |2357  4800 |0.35 0.33 0.45| 427M 72.8M 1025M 12.2G

------------------------------------------------------------------------
#client=4 #workers=64 run=1 write-only then read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  1   0  97   2   0   0| 172k  879k|   0     0 |   0     0 | 626  1369 |0.46 0.35 0.45| 363M 72.8M 1026M 12.3G
  2   0  98   0   0   0|   0    81k|3234B 1739B|   0     0 | 106   351 |0.42 0.34 0.45| 364M 72.8M 1026M 12.3G
  2   1  97   0   0   0|   0  3413B|1069k 1090k|   0     0 |2567  4936 |0.35 0.33 0.45| 415M 72.8M 1026M 12.2G
