
------------------------------------------------------------------------
#client=1 #workers=16 run=1 write-only then read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  5   1  94   0   0   0|   0  4779B|4419B 2128B|   0     0 |  18   114 |0.10 0.06 0.10| 209M 24.2M  218M 1215M

------------------------------------------------------------------------
#client=4 #workers=64 run=1 write-only then read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  3   2  88   6   0   0| 151k  519k|   0     0 |   0     0 |  21   922 |0.16 0.07 0.10| 196M 24.2M  220M 1226M
  1   1  98   0   0   0|   0  6827B| 589k   39k|   0     0 |  18   515 |0.13 0.07 0.10| 196M 24.2M  220M 1225M
  2   3  92   1   0   3|   0  2048B|3956k  258k|   0     0 |  18  3110 |0.12 0.07 0.10| 196M 24.2M  220M 1225M
  2   3  93   0   0   2|   0  2048B|3953k  258k|   0     0 |  18  2961 |0.11 0.07 0.10| 197M 24.2M  220M 1225M
  3   2  90   3   0   2|   0  2048B|3968k  260k|   0     0 |  18  3026 |0.10 0.07 0.10| 197M 24.2M  220M 1225M
  3   2  90   4   0   2|   0  4096B|3979k  260k|   0     0 |  18  2919 |0.09 0.07 0.10| 197M 24.2M  220M 1225M
  2   2  93   1   0   2|   0  2048B|3898k  254k|   0     0 |  18  2877 |0.08 0.06 0.10| 197M 24.2M  220M 1225M
  2   2  93   0   0   2|   0  2048B|3929k  257k|   0     0 |  18  3022 |0.07 0.06 0.10| 197M 24.2M  220M 1225M
  3   3  92   0   0   2|   0  2048B|3910k  255k|   0     0 |  18  2873 |0.07 0.06 0.09| 196M 24.3M  220M 1225M
  2   3  92   1   0   2|   0  2048B|3847k  250k|   0     0 |  18  2761 |0.06 0.06 0.09| 197M 24.3M  220M 1225M
  2   3  92   0   0   3|   0  2731B|3922k  255k|   0     0 |  18  3085 |0.06 0.06 0.09| 197M 24.3M  220M 1225M
  3   3  92   0   0   2|   0  2048B|3972k  259k|   0     0 |  18  3223 |0.05 0.06 0.09| 197M 24.3M  220M 1225M
  1   0  98   1   0   1|   0  2048B| 682k   45k|   0     0 |  18   548 |0.04 0.05 0.09| 196M 24.3M  220M 1225M
  1   0  99   0   0   0|   0  2048B|5510B 2669B|   0     0 |  18   106 |0.04 0.05 0.09| 196M 24.3M  220M 1225M
  1   2  96   0   0   2|   0  2048B| 166k 1584k|   0     0 |  18  1368 |0.04 0.05 0.09| 196M 24.3M  220M 1225M
  1   2  95   1   0   2|   0  2048B| 322k 3831k|   0     0 |  18  3016 |0.11 0.07 0.09| 196M 24.3M  220M 1225M
  1   2  93   1   0   3|   0  2731B| 323k 3856k|   0     0 |  18  2959 |0.10 0.07 0.09| 197M 24.3M  220M 1225M
  2   3  93   0   0   2|   0  2048B| 316k 3926k|   0     0 |  18  3024 |0.09 0.06 0.09| 197M 24.3M  220M 1225M
  1   3  93   1   0   3|   0  2048B| 316k 3896k|   0     0 |  18  3000 |0.08 0.06 0.09| 197M 24.3M  220M 1225M
  2   3  92   1   0   3|   0  2048B| 322k 3829k|   0     0 |  18  2960 |0.07 0.06 0.09| 197M 24.3M  220M 1225M
  2   3  93   0   0   2|   0  2048B| 326k 3806k|   0     0 |  18  2926 |0.07 0.06 0.09| 197M 24.4M  220M 1225M
